date,city,country,temperature,humidity,pressure,wind_speed,wind_direction,weather_type,weather_description,day_of_week,month
2025-11-12,Delhi,India,20.4,48,990.7,7.6,291,Clear,Clear sky,Wednesday,November
2025-11-13,Delhi,India,19.3,52,992.1,6.7,285,Clear,Clear sky,Thursday,November
2025-11-14,Delhi,India,19.2,50,992.0,6.5,283,Clear,Clear sky,Friday,November
2025-11-15,Delhi,India,19.3,50,992.9,6.5,289,Clear,Clear sky,Saturday,November
2025-11-16,Delhi,India,19.1,50,994.5,6.7,295,Clear,Clear sky,Sunday,November
2025-11-17,Delhi,India,19.0,50,994.0,4.5,288,Clear,Clear sky,Monday,November
2025-11-18,Delhi,India,19.4,58,992.0,4.1,288,Clear,Clear sky,Tuesday,November
2025-11-19,Delhi,India,19.7,63,991.8,3.2,180,Clear,Mainly clear,Wednesday,November
2025-11-20,Delhi,India,20.0,64,992.4,3.5,218,Clear,Clear sky,Thursday,November
2025-11-21,Delhi,India,20.3,61,993.5,3.0,194,Clear,Clear sky,Friday,November
2025-11-22,Delhi,India,20.3,57,991.8,3.7,277,Clear,Clear sky,Saturday,November
2025-11-23,Delhi,India,19.3,56,992.0,4.1,282,Clear,Clear sky,Sunday,November
2025-11-24,Delhi,India,18.4,58,993.4,4.1,293,Clear,Clear sky,Monday,November
2025-11-25,Delhi,India,17.4,58,993.3,5.7,287,Clear,Clear sky,Tuesday,November
2025-11-26,Delhi,India,17.3,57,993.4,3.6,303,Clear,Clear sky,Wednesday,November
2025-11-27,Delhi,India,18.1,55,994.8,2.1,31,Clear,Clear sky,Thursday,November
2025-11-28,Delhi,India,18.0,60,992.9,5.1,299,Cloudy,Partly cloudy,Friday,November
2025-11-29,Delhi,India,19.0,54,991.3,7.3,305,Clear,Clear sky,Saturday,November
2025-11-30,Delhi,India,17.3,49,990.3,7.4,287,Cloudy,Overcast,Sunday,November
2025-12-01,Delhi,India,16.9,49,990.0,3.6,303,Clear,Clear sky,Monday,December
2025-12-02,Delhi,India,18.3,57,990.1,4.2,319,Clear,Mainly clear,Tuesday,December
2025-12-03,Delhi,India,16.2,55,993.1,6.1,300,Cloudy,Partly cloudy,Wednesday,December
2025-12-04,Delhi,India,15.2,56,994.0,7.1,290,Cloudy,Overcast,Thursday,December
2025-12-05,Delhi,India,15.0,56,995.4,5.2,283,Clear,Clear sky,Friday,December
2025-12-06,Delhi,India,16.2,53,994.2,9.4,283,Cloudy,Overcast,Saturday,December
2025-12-07,Delhi,India,17.0,56,993.6,8.7,283,Cloudy,Overcast,Sunday,December
2025-12-08,Delhi,India,18.0,53,993.5,9.5,288,Cloudy,Overcast,Monday,December
2025-12-09,Delhi,India,17.5,54,993.0,9.9,282,Clear,Clear sky,Tuesday,December
2025-12-10,Delhi,India,17.5,57,992.8,7.6,287,Cloudy,Overcast,Wednesday,December
2025-12-11,Delhi,India,17.3,60,991.7,5.7,280,Clear,Clear sky,Thursday,December
2025-12-12,Delhi,India,17.2,63,991.0,3.6,286,Cloudy,Overcast,Friday,December
2025-12-13,Delhi,India,17.8,66,992.1,2.4,104,Cloudy,Overcast,Saturday,December
2025-12-14,Delhi,India,17.7,70,993.3,2.0,127,Cloudy,Overcast,Sunday,December
2025-12-15,Delhi,India,16.6,72,992.7,5.6,275,Cloudy,Overcast,Monday,December
2025-12-16,Delhi,India,17.0,69,991.9,9.5,289,Clear,Clear sky,Tuesday,December
2025-12-17,Delhi,India,17.0,70,992.7,8.1,284,Clear,Clear sky,Wednesday,December
2025-12-18,Delhi,India,16.4,74,993.6,5.4,306,Cloudy,Overcast,Thursday,December
2025-12-19,Delhi,India,15.7,78,991.3,5.8,288,Cloudy,Overcast,Friday,December
2025-12-20,Delhi,India,15.0,78,990.1,4.0,138,Cloudy,Overcast,Saturday,December
2025-12-21,Delhi,India,14.4,84,992.3,4.3,123,Cloudy,Overcast,Sunday,December
2025-12-22,Delhi,India,15.4,83,992.2,3.2,168,Cloudy,Overcast,Monday,December
2025-12-23,Delhi,India,16.5,81,990.5,7.9,285,Cloudy,Overcast,Tuesday,December
2025-12-24,Delhi,India,15.8,69,990.5,8.8,283,Clear,Clear sky,Wednesday,December
2025-12-25,Delhi,India,14.7,64,991.5,5.4,272,Cloudy,Overcast,Thursday,December
2025-12-26,Delhi,India,15.2,67,992.0,4.7,304,Cloudy,Overcast,Friday,December
2025-12-27,Delhi,India,14.8,77,991.8,4.8,296,Cloudy,Overcast,Saturday,December
2025-12-28,Delhi,India,14.6,78,992.4,4.3,285,Cloudy,Overcast,Sunday,December
2025-12-29,Delhi,India,14.1,81,992.2,3.3,277,Cloudy,Overcast,Monday,December
2025-12-30,Delhi,India,14.2,79,989.5,4.6,282,Cloudy,Overcast,Tuesday,December
2025-12-31,Delhi,India,13.2,84,987.7,6.6,118,Cloudy,Overcast,Wednesday,December
2026-01-01,Delhi,India,13.3,90,989.8,5.5,127,Drizzle,Dense drizzle,Thursday,January
2026-01-02,Delhi,India,14.0,78,992.9,7.4,306,Cloudy,Overcast,Friday,January
2026-01-03,Delhi,India,13.2,77,993.7,3.9,300,Cloudy,Overcast,Saturday,January
2026-01-04,Delhi,India,12.4,79,994.8,5.0,300,Cloudy,Overcast,Sunday,January
2026-01-05,Delhi,India,12.4,79,995.9,5.4,312,Cloudy,Overcast,Monday,January
2026-01-06,Delhi,India,12.0,85,995.8,5.8,299,Cloudy,Overcast,Tuesday,January
2026-01-07,Delhi,India,10.8,89,996.9,6.2,305,Cloudy,Overcast,Wednesday,January
2026-01-08,Delhi,India,10.1,88,997.1,4.7,319,Cloudy,Overcast,Thursday,January
2026-01-09,Delhi,India,11.4,83,996.0,3.5,10,Drizzle,Moderate drizzle,Friday,January
2026-01-10,Delhi,India,11.3,81,994.7,6.1,298,Cloudy,Partly cloudy,Saturday,January
2026-01-11,Delhi,India,10.6,76,996.6,7.8,296,Clear,Clear sky,Sunday,January
2026-01-12,Delhi,India,10.6,70,996.6,5.0,307,Clear,Clear sky,Monday,January
2026-01-13,Delhi,India,11.1,75,995.1,4.6,308,Cloudy,Overcast,Tuesday,January
2026-01-14,Delhi,India,10.7,76,992.2,6.6,297,Cloudy,Overcast,Wednesday,January
2026-01-15,Delhi,India,11.1,76,992.3,6.5,296,Cloudy,Overcast,Thursday,January
2026-01-16,Delhi,India,12.6,68,991.1,4.4,296,Cloudy,Overcast,Friday,January
2026-01-17,Delhi,India,14.4,70,989.5,2.7,90,Cloudy,Overcast,Saturday,January
2026-01-18,Delhi,India,14.8,77,987.6,4.2,121,Cloudy,Overcast,Sunday,January
2026-01-19,Delhi,India,17.2,61,989.7,3.6,54,Cloudy,Overcast,Monday,January
2026-01-20,Delhi,India,17.2,61,990.9,6.0,298,Cloudy,Partly cloudy,Tuesday,January
2026-01-21,Delhi,India,16.3,65,992.6,5.4,300,Cloudy,Partly cloudy,Wednesday,January
2026-01-22,Delhi,India,17.4,61,991.2,5.8,134,Cloudy,Overcast,Thursday,January
2026-01-23,Delhi,India,15.2,83,990.4,12.4,131,Rain,Heavy rain,Friday,January
2026-01-24,Delhi,India,12.1,69,996.9,9.2,322,Cloudy,Overcast,Saturday,January
2026-01-25,Delhi,India,10.8,74,994.5,7.4,288,Cloudy,Overcast,Sunday,January
2026-01-26,Delhi,India,12.4,77,994.2,3.0,270,Cloudy,Overcast,Monday,January
2026-01-27,Delhi,India,14.4,83,992.8,8.6,118,Rain,Heavy rain,Tuesday,January
2026-01-28,Delhi,India,14.3,85,994.7,5.4,315,Rain,Moderate rain,Wednesday,January
2026-01-29,Delhi,India,13.4,86,994.9,6.8,303,Cloudy,Overcast,Thursday,January
2026-01-30,Delhi,India,13.8,82,993.7,4.5,286,Cloudy,Overcast,Friday,January
2026-01-31,Delhi,India,14.1,87,993.8,5.5,120,Cloudy,Overcast,Saturday,January
2026-02-01,Delhi,India,16.1,83,993.9,5.8,146,Rain,Moderate rain,Sunday,February
2026-02-02,Delhi,India,15.2,89,994.6,5.2,296,Cloudy,Overcast,Monday,February
2026-02-03,Delhi,India,14.6,82,995.6,4.1,310,Cloudy,Overcast,Tuesday,February
2026-02-04,Delhi,India,15.0,77,996.3,6.3,310,Cloudy,Overcast,Wednesday,February
2026-02-05,Delhi,India,15.3,72,994.8,8.5,291,Cloudy,Partly cloudy,Thursday,February
2026-02-06,Delhi,India,16.3,68,993.8,9.2,292,Clear,Clear sky,Friday,February
2026-02-07,Delhi,India,17.5,68,991.6,9.5,288,Cloudy,Overcast,Saturday,February
2026-02-08,Delhi,India,16.7,62,990.5,7.5,290,Cloudy,Overcast,Sunday,February
2026-02-09,Delhi,India,17.0,61,990.3,4.7,151,Cloudy,Overcast,Monday,February
2026-02-10,Delhi,India,18.8,60,991.4,4.9,122,Cloudy,Overcast,Tuesday,February
2026-02-11,Delhi,India,20.5,58,993.9,7.0,315,Clear,Mainly clear,Wednesday,February
2026-02-12,Delhi,India,18.9,54,993.1,7.9,292,Cloudy,Overcast,Thursday,February
2026-02-13,Delhi,India,19.0,53,991.1,5.7,279,Cloudy,Overcast,Friday,February
2026-02-14,Delhi,India,19.8,52,990.0,6.4,286,Cloudy,Overcast,Saturday,February
2026-02-15,Delhi,India,20.8,53,989.2,6.1,281,Clear,Clear sky,Sunday,February
2026-02-16,Delhi,India,21.9,50,988.6,4.7,162,Cloudy,Partly cloudy,Monday,February
2026-02-17,Delhi,India,21.9,54,989.8,7.9,129,Clear,Clear sky,Tuesday,February
2026-02-18,Delhi,India,18.9,73,991.0,4.0,353,Drizzle,Light drizzle,Wednesday,February
2026-02-19,Delhi,India,19.8,67,992.3,3.3,322,Cloudy,Overcast,Thursday,February
2026-02-20,Delhi,India,21.0,64,993.3,5.4,302,Clear,Clear sky,Friday,February
2026-02-21,Delhi,India,20.8,62,988.7,7.0,283,Clear,Clear sky,Saturday,February
2026-02-22,Delhi,India,21.6,55,985.3,5.6,275,Clear,Clear sky,Sunday,February
2026-02-23,Delhi,India,22.3,53,985.4,4.1,291,Clear,Clear sky,Monday,February
2026-02-24,Delhi,India,22.4,52,987.4,4.6,325,Clear,Clear sky,Tuesday,February
2026-02-25,Delhi,India,22.2,48,988.3,5.8,291,Clear,Clear sky,Wednesday,February
2026-02-26,Delhi,India,22.5,45,986.0,7.7,282,Clear,Clear sky,Thursday,February
2026-02-27,Delhi,India,23.7,42,983.6,5.8,277,Cloudy,Overcast,Friday,February
2026-02-28,Delhi,India,25.9,41,983.1,5.8,300,Cloudy,Overcast,Saturday,February
2026-03-01,Delhi,India,23.9,46,984.6,9.0,291,Clear,Mainly clear,Sunday,March
2026-03-02,Delhi,India,23.9,44,986.7,10.2,293,Clear,Clear sky,Monday,March
2026-03-03,Delhi,India,24.6,41,987.1,12.1,290,Clear,Clear sky,Tuesday,March
2026-03-04,Delhi,India,25.9,43,987.9,11.3,293,Clear,Clear sky,Wednesday,March
2026-03-05,Delhi,India,27.2,47,985.5,11.6,297,Clear,Clear sky,Thursday,March
2026-03-06,Delhi,India,27.0,46,985.4,6.1,299,Clear,Clear sky,Friday,March
2026-03-07,Delhi,India,27.6,53,987.2,4.1,211,Clear,Clear sky,Saturday,March
2026-03-08,Delhi,India,28.3,47,987.4,5.7,279,Cloudy,Overcast,Sunday,March
2026-03-09,Delhi,India,28.0,49,987.5,6.9,298,Cloudy,Overcast,Monday,March
2026-03-10,Delhi,India,28.6,51,989.6,3.7,315,Cloudy,Overcast,Tuesday,March
2026-03-11,Delhi,India,28.7,39,987.7,7.3,280,Cloudy,Overcast,Wednesday,March
2026-03-12,Delhi,India,28.3,33,984.2,8.0,273,Cloudy,Overcast,Thursday,March
2026-03-13,Delhi,India,27.0,44,984.6,9.2,302,Cloudy,Overcast,Friday,March
2026-03-14,Delhi,India,26.8,35,984.3,6.8,299,Cloudy,Overcast,Saturday,March
2026-03-15,Delhi,India,23.1,56,984.9,11.3,96,Rain,Slight rain,Sunday,March
2026-03-16,Delhi,India,23.3,50,983.9,11.1,108,Drizzle,Light drizzle,Monday,March
2026-03-17,Delhi,India,24.2,50,984.5,5.8,344,Cloudy,Overcast,Tuesday,March
2026-03-18,Delhi,India,24.1,57,986.6,5.5,345,Rain,Slight rain,Wednesday,March
2026-03-19,Delhi,India,22.1,66,987.4,8.0,355,Rain,Moderate rain,Thursday,March
2026-03-20,Delhi,India,18.0,86,986.6,5.1,320,Drizzle,Moderate drizzle,Friday,March
2026-03-21,Delhi,India,19.7,77,988.4,5.0,310,Cloudy,Overcast,Saturday,March
2026-03-22,Delhi,India,21.7,66,988.1,6.7,301,Cloudy,Overcast,Sunday,March
2026-03-23,Delhi,India,21.9,70,987.2,5.3,317,Rain,Moderate rain,Monday,March
2026-03-24,Delhi,India,23.5,64,986.1,6.5,300,Cloudy,Partly cloudy,Tuesday,March
2026-03-25,Delhi,India,24.9,50,985.6,5.8,291,Cloudy,Overcast,Wednesday,March
2026-03-26,Delhi,India,27.7,43,987.2,6.3,302,Cloudy,Overcast,Thursday,March
2026-03-27,Delhi,India,25.7,49,984.4,7.6,332,Drizzle,Moderate drizzle,Friday,March
2026-03-28,Delhi,India,27.1,44,981.4,5.5,281,Cloudy,Overcast,Saturday,March
2026-03-29,Delhi,India,28.1,47,981.7,7.7,120,Cloudy,Overcast,Sunday,March
2026-03-30,Delhi,India,26.9,50,984.0,8.2,277,Drizzle,Light drizzle,Monday,March
2026-03-31,Delhi,India,26.2,54,985.6,4.9,313,Drizzle,Light drizzle,Tuesday,March
2026-04-01,Delhi,India,26.4,51,985.9,4.4,45,Cloudy,Overcast,Wednesday,April
2026-04-02,Delhi,India,28.3,47,985.0,4.7,95,Cloudy,Overcast,Thursday,April
2026-04-03,Delhi,India,25.8,54,985.5,8.9,284,Drizzle,Light drizzle,Friday,April
2026-04-04,Delhi,India,24.5,64,985.3,4.7,309,Rain,Slight rain,Saturday,April
2026-04-05,Delhi,India,24.3,57,984.1,5.3,306,Drizzle,Moderate drizzle,Sunday,April
2026-04-06,Delhi,India,25.9,39,984.5,6.5,268,Clear,Mainly clear,Monday,April
2026-04-07,Delhi,India,22.7,57,983.6,8.6,109,Rain,Slight rain,Tuesday,April
2026-04-08,Delhi,India,20.4,73,983.9,6.6,112,Drizzle,Dense drizzle,Wednesday,April
2026-04-09,Delhi,India,22.6,61,988.2,6.2,39,Clear,Mainly clear,Thursday,April
2026-04-10,Delhi,India,24.8,43,988.4,12.5,301,Clear,Clear sky,Friday,April
2026-04-11,Delhi,India,27.6,33,986.2,10.3,315,Cloudy,Overcast,Saturday,April
2026-04-12,Delhi,India,28.6,31,983.7,9.1,316,Clear,Mainly clear,Sunday,April
2026-04-13,Delhi,India,28.6,28,984.5,9.1,295,Cloudy,Overcast,Monday,April
2026-04-14,Delhi,India,30.7,25,983.5,7.1,306,Clear,Mainly clear,Tuesday,April
2026-04-15,Delhi,India,31.7,22,981.0,8.1,306,Clear,Mainly clear,Wednesday,April
2026-04-16,Delhi,India,33.0,22,981.8,5.6,317,Cloudy,Overcast,Thursday,April
