date,city,country,aqi,pm25,pm10,o3,no2,so2,co,no,nh3
2025-04-15T18:00:00+00:00,Delhi,IN,4,67.47,91.05,78.17,19.32,6.75,658,0,56.16
2025-04-15T19:00:00+00:00,Delhi,IN,4,64.92,86.32,73.62,16.71,5.85,638.07,0,51.57
2025-04-15T20:00:00+00:00,Delhi,IN,4,62.66,82.44,72.26,13.67,5.25,614.55,0,47.83
2025-04-15T21:00:00+00:00,Delhi,IN,4,61.56,80.43,71.38,11.25,4.92,597.5,0,45.74
2025-04-15T22:00:00+00:00,Delhi,IN,4,60.6,78.86,70.82,9.42,4.76,582.91,0,44.32
2025-04-15T23:00:00+00:00,Delhi,IN,4,60.42,78.4,70.01,8.23,4.65,575.12,0,43.46
2025-04-16T00:00:00+00:00,Delhi,IN,4,60.95,78.99,69.71,7.66,4.6,571.04,0,42.72
2025-04-16T01:00:00+00:00,Delhi,IN,4,61.06,79.7,68.38,8.32,4.83,575.18,0,41.28
2025-04-16T02:00:00+00:00,Delhi,IN,4,61.78,81.94,67.32,11.07,5.49,598.08,0.24,39.44
2025-04-16T03:00:00+00:00,Delhi,IN,4,62.32,83.19,79.57,11.48,6.03,590.86,1.03,35.41
2025-04-16T04:00:00+00:00,Delhi,IN,4,60.56,79.07,124.51,4.95,5.57,454.51,0.51,23.86
2025-04-16T05:00:00+00:00,Delhi,IN,4,63.4,81.36,144.26,3.19,5.27,425.04,0.34,21.89
2025-04-16T06:00:00+00:00,Delhi,IN,4,67.44,84.97,160.32,2.29,5.11,406.16,0.23,20.63
2025-04-16T07:00:00+00:00,Delhi,IN,4,60.57,75.59,163.02,1.25,4.59,339.31,0.13,15.3
2025-04-16T08:00:00+00:00,Delhi,IN,4,57.49,72.1,161.78,1.1,4.6,312.37,0.11,14.11
2025-04-16T09:00:00+00:00,Delhi,IN,4,56.7,71.36,161.38,1.18,4.56,303.11,0.11,13.94
2025-04-16T10:00:00+00:00,Delhi,IN,4,57.59,72.74,161.46,2.2,4.62,312.5,0.18,15.69
2025-04-16T11:00:00+00:00,Delhi,IN,4,58.81,74.87,159.12,4.6,4.78,336.56,0.29,19.08
2025-04-16T12:00:00+00:00,Delhi,IN,4,59.48,76.58,153.23,8.1,4.99,364.96,0.25,22.52
2025-04-16T13:00:00+00:00,Delhi,IN,4,61.3,80.3,139.17,13.65,5.55,418.11,0.07,29.47
2025-04-16T14:00:00+00:00,Delhi,IN,4,64.46,86.28,119.58,17.52,6.38,489.13,0,36.67
2025-04-16T15:00:00+00:00,Delhi,IN,4,67.74,92.23,103.82,19.69,6.99,552.51,0,41.82
2025-04-16T16:00:00+00:00,Delhi,IN,4,69.8,95.7,90.32,20.09,7.17,595.13,0,45.17
2025-04-16T17:00:00+00:00,Delhi,IN,4,72.72,99.72,80.6,20.32,7.21,637.13,0,47.84
2025-04-16T18:00:00+00:00,Delhi,IN,4,74.88,101.72,72.98,20.24,6.8,664.79,0,49.45
2025-04-16T19:00:00+00:00,Delhi,IN,4,74.94,100.1,67.56,18.37,5.93,656.81,0,49.14
2025-04-16T20:00:00+00:00,Delhi,IN,5,75.31,99.31,64.76,15.65,5.33,648.41,0,48.77
2025-04-16T21:00:00+00:00,Delhi,IN,5,75.64,98.71,62.46,13.16,4.96,640.43,0,48.62
2025-04-16T22:00:00+00:00,Delhi,IN,5,75.72,98.16,60.59,11.31,4.71,631.59,0,48.39
2025-04-16T23:00:00+00:00,Delhi,IN,5,76.08,98.36,58.78,10.14,4.41,627.52,0,48.16
2025-04-17T00:00:00+00:00,Delhi,IN,5,76.47,98.99,56.61,9.8,4.1,627.25,0,47.85
2025-04-17T01:00:00+00:00,Delhi,IN,5,76.12,99.46,53.01,10.87,4.05,634.24,0,46.64
2025-04-17T02:00:00+00:00,Delhi,IN,5,76.33,101.77,49.91,14.33,4.69,668.18,0.39,44.93
2025-04-17T03:00:00+00:00,Delhi,IN,5,76.63,103.79,58.61,16.11,5.55,689.77,1.76,42.19
2025-04-17T04:00:00+00:00,Delhi,IN,4,71.16,96.02,118.74,7.59,7.55,511.08,0.74,28.13
2025-04-17T05:00:00+00:00,Delhi,IN,4,71.73,95.47,146.95,4.61,7.53,458.6,0.48,24.17
2025-04-17T06:00:00+00:00,Delhi,IN,4,73.74,96.37,169.32,3.07,7.39,419.56,0.31,21.14
2025-04-17T07:00:00+00:00,Delhi,IN,4,52.57,76.66,160.28,1.23,5.27,280.48,0.13,11.59
2025-04-17T08:00:00+00:00,Delhi,IN,4,42.71,74.45,146.12,0.92,3.95,217.07,0.1,7.75
2025-04-17T09:00:00+00:00,Delhi,IN,4,40.02,75.81,140.24,0.96,3.55,196.47,0.09,6.64
2025-04-17T10:00:00+00:00,Delhi,IN,3,40.02,79.07,139.47,1.38,3.47,193.81,0.11,7.03
2025-04-17T11:00:00+00:00,Delhi,IN,3,40.32,81.42,136.66,2.44,3.51,199.49,0.14,8.6
2025-04-17T12:00:00+00:00,Delhi,IN,3,40.28,83.25,131.81,3.97,3.45,207.97,0.11,10.18
2025-04-17T13:00:00+00:00,Delhi,IN,3,40.76,84.84,122.62,6.71,3.52,231.99,0.03,13.77
2025-04-17T14:00:00+00:00,Delhi,IN,3,42.34,86.56,112.42,9.17,3.92,272.1,0,18.91
2025-04-17T15:00:00+00:00,Delhi,IN,3,44.8,88.7,105.79,11.04,4.74,316.69,0,23.93
2025-04-17T16:00:00+00:00,Delhi,IN,3,47.11,88.25,94.09,13.17,5.92,369.07,0,30.05
2025-04-17T17:00:00+00:00,Delhi,IN,4,50.42,89.95,81.28,15.85,7.09,438.42,0,36.36
2025-04-17T18:00:00+00:00,Delhi,IN,4,53.3,91.64,71.7,17.66,7.65,491.46,0,41
2025-04-17T19:00:00+00:00,Delhi,IN,4,54.28,91.58,68.46,16.31,7.4,496.7,0,42.6
2025-04-17T20:00:00+00:00,Delhi,IN,4,55.98,92.38,64.19,14.78,7.4,510.78,0,45.12
2025-04-17T21:00:00+00:00,Delhi,IN,4,57.72,93.88,60.36,13.3,7.36,523.8,0,47.62
2025-04-17T22:00:00+00:00,Delhi,IN,4,58.85,94.88,56.68,12.05,7.06,530.41,0,49.82
2025-04-17T23:00:00+00:00,Delhi,IN,4,60.52,96.56,53.1,11.37,6.64,540.44,0,52.35
2025-04-18T00:00:00+00:00,Delhi,IN,4,62.48,98.69,49.36,11.43,6.23,553.76,0,55.33
2025-04-18T01:00:00+00:00,Delhi,IN,4,63.37,99.89,44.11,12.83,6.02,574.61,0.01,56.73
2025-04-18T02:00:00+00:00,Delhi,IN,4,64.5,103.05,39.56,16.38,6.41,625.4,0.72,54.9
2025-04-18T03:00:00+00:00,Delhi,IN,4,66.61,107.57,46.79,17.75,6.97,672.18,3.06,51.98
2025-04-18T04:00:00+00:00,Delhi,IN,4,69.65,112.68,90.36,11.82,9.56,581.85,1.83,42.39
2025-04-18T05:00:00+00:00,Delhi,IN,5,80.62,124.57,132.37,8.33,9.83,554.83,1.04,38.97
2025-04-18T06:00:00+00:00,Delhi,IN,5,97.38,142.35,175.34,5.51,9.64,528.18,0.53,36.35
2025-04-18T07:00:00+00:00,Delhi,IN,4,65.94,125.62,160.75,1.78,7.13,290.65,0.18,16.05
2025-04-18T08:00:00+00:00,Delhi,IN,4,52.33,119.24,144.94,1.13,4.7,211.03,0.12,9.5
2025-04-18T09:00:00+00:00,Delhi,IN,4,47.94,118.49,138.17,1.11,3.78,186.1,0.11,7.71
2025-04-18T10:00:00+00:00,Delhi,IN,4,45.76,120.41,134.94,1.37,3.31,174.38,0.13,7.17
2025-04-18T11:00:00+00:00,Delhi,IN,4,44.04,121.03,130.21,2.11,3.09,170.2,0.15,7.63
2025-04-18T12:00:00+00:00,Delhi,IN,4,42.4,120.64,124.24,3.35,3.02,170.2,0.14,8.34
2025-04-18T13:00:00+00:00,Delhi,IN,4,42.1,118.63,112.3,6.96,3.37,197.55,0.05,12.78
2025-04-18T14:00:00+00:00,Delhi,IN,4,43.35,117.23,99.55,10.36,4.1,245.07,0,19.04
2025-04-18T15:00:00+00:00,Delhi,IN,4,45.72,117.14,92.99,12.32,5.17,291.69,0,24.49
2025-04-18T16:00:00+00:00,Delhi,IN,4,49.2,114.56,88.14,13.74,7,340.14,0,29.82
2025-04-18T17:00:00+00:00,Delhi,IN,4,54,115.12,83.58,15.09,8.51,394.66,0,34.35
2025-04-18T18:00:00+00:00,Delhi,IN,4,57.86,115.77,81.9,15.07,8.73,420.18,0,37.07
2025-04-18T19:00:00+00:00,Delhi,IN,4,59.88,115.09,86.98,11.89,8.21,398.77,0,37.69
2025-04-18T20:00:00+00:00,Delhi,IN,4,62.42,113.61,84.8,9.75,7.65,400.85,0,40.62
2025-04-18T21:00:00+00:00,Delhi,IN,4,64.42,112.92,79.82,8.44,6.86,408.63,0,43.31
2025-04-18T22:00:00+00:00,Delhi,IN,4,64.85,111.39,72.94,7.76,5.91,412.79,0,45.95
2025-04-18T23:00:00+00:00,Delhi,IN,4,64.94,110.51,66.51,7.4,5.05,417.58,0,47.75
2025-04-19T00:00:00+00:00,Delhi,IN,4,64.61,109.93,60.93,7.45,4.37,420.59,0,48.46
2025-04-20T01:00:00+00:00,Delhi,IN,3,28.01,66.36,59.8,5.87,2.39,237.56,0,30.88
2025-04-20T02:00:00+00:00,Delhi,IN,3,28.04,71.29,56.56,7.91,2.83,257.82,0.46,30.72
2025-04-20T03:00:00+00:00,Delhi,IN,3,28.56,79.19,59.86,8.95,3.4,279.4,1.85,30.49
2025-04-20T04:00:00+00:00,Delhi,IN,3,30.19,89.94,73.79,8.41,3.87,283.81,2.28,29.57
2025-04-20T05:00:00+00:00,Delhi,IN,3,34.23,98.1,94.84,6.85,3.99,276.31,1.52,26.42
2025-04-20T06:00:00+00:00,Delhi,IN,4,42.14,110.65,122.27,4.22,3.86,250.54,0.65,22.72
2025-04-20T07:00:00+00:00,Delhi,IN,4,38.97,156.58,124.27,1.03,2.57,151.96,0.15,7.93
2025-04-20T08:00:00+00:00,Delhi,IN,4,38.3,166.53,120.28,0.69,1.96,134.29,0.1,5.07
2025-04-20T09:00:00+00:00,Delhi,IN,4,37.83,164.43,118.87,0.69,1.83,130.98,0.1,4.69
2025-04-20T10:00:00+00:00,Delhi,IN,4,38,162.55,119.18,0.93,1.88,133.36,0.11,5.3
2025-04-20T11:00:00+00:00,Delhi,IN,4,38.11,159.07,118.83,1.59,2.05,139.67,0.15,6.82
2025-04-20T12:00:00+00:00,Delhi,IN,4,38.02,155.14,116.4,2.61,2.27,147.48,0.14,8.15
2025-04-20T13:00:00+00:00,Delhi,IN,4,38.39,151.39,110.74,4.48,2.62,163.73,0.05,11.01
2025-04-20T14:00:00+00:00,Delhi,IN,4,39.45,147.46,103.2,6.2,3.12,188.37,0,15.24
2025-04-20T15:00:00+00:00,Delhi,IN,4,40.78,144.14,96.73,7.32,3.63,211.32,0,18.9
2025-04-20T16:00:00+00:00,Delhi,IN,4,41.32,138.03,88.9,7.97,3.96,228.07,0,21.87
2025-04-20T17:00:00+00:00,Delhi,IN,4,42.83,136.08,83.02,8.8,4.28,250.04,0,25.53
2025-04-20T18:00:00+00:00,Delhi,IN,4,44.52,134.97,78.54,9.38,4.44,269.51,0,29.17
2025-04-20T19:00:00+00:00,Delhi,IN,4,45.32,130.93,75.7,8.96,4.35,275.86,0,31.27
2025-04-20T20:00:00+00:00,Delhi,IN,4,46.14,126.36,74.82,8.2,4.22,282.33,0,32.87
2025-04-20T21:00:00+00:00,Delhi,IN,4,46.18,121.02,75.55,7.18,3.95,283.95,0,33.96
2025-04-20T22:00:00+00:00,Delhi,IN,4,44.84,114.38,76.7,6.15,3.58,278.79,0,33.89
2025-04-20T23:00:00+00:00,Delhi,IN,4,43.01,108.07,78.63,5.35,3.34,271.53,0,33.08
2025-04-21T00:00:00+00:00,Delhi,IN,4,40.44,103.13,82.17,4.79,3.28,258.94,0,31.43
2025-04-21T01:00:00+00:00,Delhi,IN,4,37.28,100.41,86.88,4.67,3.55,244.39,0,29.01
2025-04-21T02:00:00+00:00,Delhi,IN,4,34.3,100.04,90.25,5.81,3.99,243.91,0.2,26.82
2025-04-21T03:00:00+00:00,Delhi,IN,4,31.04,102.2,98.94,6.12,4.33,238.23,0.69,23.2
2025-04-21T04:00:00+00:00,Delhi,IN,4,28.32,107.16,118.55,4.47,4.35,211.85,0.65,17.68
2025-04-21T05:00:00+00:00,Delhi,IN,4,28.15,107.51,135.58,3.29,4.3,200.31,0.49,15.37
2025-04-21T06:00:00+00:00,Delhi,IN,4,30.26,107.48,151.83,2.54,4.29,196.08,0.36,14.17
2025-04-21T07:00:00+00:00,Delhi,IN,4,21.44,82.45,150.99,1.09,2.63,147.66,0.16,5.9
2025-04-21T08:00:00+00:00,Delhi,IN,4,16.13,62.43,144.81,0.79,1.73,128.24,0.12,3.57
2025-04-21T09:00:00+00:00,Delhi,IN,4,13.53,50.61,142.72,0.79,1.42,122.89,0.12,3.18
2025-04-21T10:00:00+00:00,Delhi,IN,4,12.03,43.36,143.64,0.99,1.32,123.78,0.14,3.57
2025-04-21T11:00:00+00:00,Delhi,IN,4,11.37,39.83,144.12,1.56,1.37,129.97,0.18,4.84
2025-04-21T12:00:00+00:00,Delhi,IN,4,10.99,38.08,143.07,2.49,1.45,138.57,0.18,6.18
2025-04-21T13:00:00+00:00,Delhi,IN,3,11.4,37.74,131.03,6.41,1.93,175.2,0.13,11.97
2025-04-21T14:00:00+00:00,Delhi,IN,3,12.73,39.37,113.95,10.74,2.88,234.74,0,20.04
2025-04-21T15:00:00+00:00,Delhi,IN,3,14.21,41.79,101.67,13.04,3.78,284.7,0,25.68
2025-04-21T16:00:00+00:00,Delhi,IN,2,15.2,42.92,91.04,13.77,4.35,312.3,0,28.62
2025-04-21T17:00:00+00:00,Delhi,IN,2,16.1,44.38,86.08,13.83,4.68,330.41,0,30.02
2025-04-21T18:00:00+00:00,Delhi,IN,2,16.4,45.34,84.93,12.83,4.49,324.8,0,29.47
2025-04-21T19:00:00+00:00,Delhi,IN,2,16.12,46.05,85.11,10.52,3.92,297.69,0,27.87
2025-04-21T20:00:00+00:00,Delhi,IN,2,16.47,47.71,82.41,9.02,3.65,286.95,0,28.77
2025-04-21T21:00:00+00:00,Delhi,IN,3,16.93,50.3,80.1,7.73,3.43,277.2,0,29.7
2025-04-21T22:00:00+00:00,Delhi,IN,3,17.38,53.59,78.55,6.68,3.23,266.4,0,30.16
2025-04-21T23:00:00+00:00,Delhi,IN,3,17.99,58.04,78.69,5.9,3.09,256.13,0,29.89
2025-04-22T00:00:00+00:00,Delhi,IN,3,18.77,63.5,80.08,5.58,3.05,246.86,0,29.11
2025-04-22T01:00:00+00:00,Delhi,IN,3,19.66,69.78,80.5,6.2,3.2,244.39,0.01,27.94
2025-04-22T02:00:00+00:00,Delhi,IN,3,21.17,78.34,80.83,7.96,3.7,260.68,0.4,26.9
2025-04-22T03:00:00+00:00,Delhi,IN,3,23.29,88.98,87.45,8.77,4.16,276.79,1.27,24.89
2025-04-22T04:00:00+00:00,Delhi,IN,4,26.42,100.63,104.78,7.62,4.5,275.14,1.4,22.42
2025-04-22T05:00:00+00:00,Delhi,IN,4,31.81,108,124.37,6.25,4.77,278.1,1.11,22.23
2025-04-22T06:00:00+00:00,Delhi,IN,4,41.11,117.09,150.68,4.74,4.98,279.79,0.71,22.13
2025-04-22T07:00:00+00:00,Delhi,IN,4,25.4,70.68,157.1,1.26,3.33,172.82,0.18,7.07
2025-04-22T08:00:00+00:00,Delhi,IN,4,19.42,53.83,152.54,0.86,2.44,147.74,0.13,4.54
2025-04-22T09:00:00+00:00,Delhi,IN,4,17.92,48.23,151.79,0.86,2.22,142.63,0.12,4.23
2025-04-22T10:00:00+00:00,Delhi,IN,4,17.59,45.78,153.17,1.13,2.21,145.09,0.14,4.86
2025-04-22T11:00:00+00:00,Delhi,IN,4,17.89,45.09,153.22,1.84,2.34,152.88,0.19,6.42
2025-04-22T12:00:00+00:00,Delhi,IN,4,18.11,44.93,151.18,2.94,2.47,162.81,0.19,7.93
2025-04-22T13:00:00+00:00,Delhi,IN,4,18.9,45.59,140.76,6.3,2.91,194.2,0.1,12.57
2025-04-22T14:00:00+00:00,Delhi,IN,3,20.58,47.79,125.18,9.96,3.74,246.21,0,19.43
2025-04-22T15:00:00+00:00,Delhi,IN,3,22.39,50.52,113.16,12.26,4.56,293.47,0,24.78
2025-04-22T16:00:00+00:00,Delhi,IN,3,23.52,51.9,101.61,13.26,5.08,323.45,0,28.19
2025-04-22T17:00:00+00:00,Delhi,IN,3,24.89,54.27,94.42,14,5.52,350.75,0,30.97
2025-04-22T18:00:00+00:00,Delhi,IN,3,25.71,55.96,89.68,14.01,5.55,361.71,0,32.57
2025-04-22T19:00:00+00:00,Delhi,IN,3,25.56,56.06,85.39,12.63,5.15,348.52,0,32.93
2025-04-22T20:00:00+00:00,Delhi,IN,3,25.81,57.06,80.96,11.06,4.89,341.92,0,34.02
2025-04-22T21:00:00+00:00,Delhi,IN,3,26.11,58.74,77.13,9.59,4.65,334.94,0,34.92
2025-04-22T22:00:00+00:00,Delhi,IN,3,26.18,60.72,73.94,8.37,4.4,325.15,0,35.15
2025-04-22T23:00:00+00:00,Delhi,IN,3,26.43,63.4,72.05,7.62,4.2,317.77,0,35.39
2025-04-23T00:00:00+00:00,Delhi,IN,3,26.76,65.94,69.88,7.63,4.09,315.73,0,35.59
2025-04-23T01:00:00+00:00,Delhi,IN,3,27.06,68.96,66.53,8.99,4.18,324.23,0.02,35.66
2025-04-23T02:00:00+00:00,Delhi,IN,3,28,75.25,64.41,11.56,4.73,360.51,0.89,35.43
2025-04-23T03:00:00+00:00,Delhi,IN,3,29.28,83.86,70.77,13.21,5.24,398.61,2.61,33.96
2025-04-23T04:00:00+00:00,Delhi,IN,3,29.34,96.9,105.92,9.96,4.94,338.84,1.94,24.84
2025-04-23T05:00:00+00:00,Delhi,IN,4,33.77,105.19,128.21,7.85,4.99,325.2,1.44,23.3
2025-04-23T06:00:00+00:00,Delhi,IN,4,42.96,117.65,155.03,5.84,4.94,313.38,0.89,22.65
2025-04-23T07:00:00+00:00,Delhi,IN,4,20.93,75.78,150.45,1.34,2.35,150.66,0.21,5.9
2025-04-23T08:00:00+00:00,Delhi,IN,4,14.52,52.34,145.79,0.86,1.45,127.56,0.14,3.8
2025-04-23T09:00:00+00:00,Delhi,IN,4,12.96,44.88,145.85,0.86,1.27,124.6,0.13,3.68
2025-04-23T10:00:00+00:00,Delhi,IN,4,12.69,42.16,147.62,1.19,1.33,129.06,0.16,4.55
2025-04-23T11:00:00+00:00,Delhi,IN,4,13.08,41.54,147.68,2.07,1.55,140.31,0.23,6.47
2025-04-23T12:00:00+00:00,Delhi,IN,4,13.64,41.87,146.35,3.42,1.82,154.39,0.24,8.28
2025-04-23T13:00:00+00:00,Delhi,IN,3,15,43.6,134.21,7.89,2.48,197.79,0.14,14.27
2025-04-23T14:00:00+00:00,Delhi,IN,3,17.37,47.04,116.35,12.65,3.61,266.76,0,22.52
2025-04-23T15:00:00+00:00,Delhi,IN,3,20,50.92,103.22,15.39,4.7,327.68,0,28.54
2025-04-23T16:00:00+00:00,Delhi,IN,3,21.95,52.93,90.5,16.65,5.46,368.75,0,32.29
2025-04-23T17:00:00+00:00,Delhi,IN,3,24.05,55.36,80.76,17.82,6.1,410.11,0,35.32
2025-04-23T18:00:00+00:00,Delhi,IN,3,25.42,56.72,73.25,18.13,6.24,431.05,0,36.87
2025-04-23T19:00:00+00:00,Delhi,IN,3,25.35,55.72,67.1,16.44,5.79,419.89,0,36.49
2025-04-23T20:00:00+00:00,Delhi,IN,3,25.32,55.22,62.24,14.31,5.48,410.04,0,36.36
2025-04-23T21:00:00+00:00,Delhi,IN,3,25.04,54.76,58.81,12.35,5.18,398,0,35.94
2025-04-23T22:00:00+00:00,Delhi,IN,3,24.36,54.13,56.61,10.75,4.86,381.68,0,35.05
2025-04-23T23:00:00+00:00,Delhi,IN,3,23.61,53.64,56.37,9.77,4.65,368.45,0,34.49
2025-04-24T00:00:00+00:00,Delhi,IN,3,22.76,53.51,57.77,9.48,4.53,356.21,0,33.63
2025-04-24T01:00:00+00:00,Delhi,IN,3,21.6,55.01,61.51,9.97,4.49,341.04,0.02,31.24
2025-04-24T02:00:00+00:00,Delhi,IN,3,21.26,58.17,63.4,11.6,4.88,352.23,0.9,29.93
2025-04-24T03:00:00+00:00,Delhi,IN,3,21.69,63.86,71.06,12.31,5.24,366.85,2.46,28.18
2025-04-24T04:00:00+00:00,Delhi,IN,3,21.27,75.67,101.99,8.31,4.81,289.28,1.59,19.81
2025-04-24T05:00:00+00:00,Delhi,IN,3,25.29,84.26,122.68,6.15,4.74,267.21,1.1,17.75
2025-04-24T06:00:00+00:00,Delhi,IN,4,33.09,96.41,147.28,4.37,4.6,253.76,0.65,16.51
2025-04-24T07:00:00+00:00,Delhi,IN,4,21.56,72.24,150.6,1.16,2.67,148.7,0.17,4.93
2025-04-24T08:00:00+00:00,Delhi,IN,4,18.31,60,147.22,0.79,2.16,131.11,0.12,3.15
2025-04-24T09:00:00+00:00,Delhi,IN,4,18.14,58.15,146.26,0.81,1.99,128.85,0.11,3.03
2025-04-24T10:00:00+00:00,Delhi,IN,4,18.75,59.16,146.93,1.04,1.95,131.77,0.13,3.61
2025-04-24T11:00:00+00:00,Delhi,IN,4,19.59,60.77,146.58,1.67,1.99,138.95,0.17,4.95
2025-04-24T12:00:00+00:00,Delhi,IN,4,20.13,62,144.51,2.63,2.02,147.66,0.16,6.24
2025-04-24T13:00:00+00:00,Delhi,IN,3,21,62.15,132.82,6.38,2.41,181.62,0.09,11.51
2025-04-24T14:00:00+00:00,Delhi,IN,3,22.54,62.97,116,10.65,3.25,238.08,0,19
2025-04-24T15:00:00+00:00,Delhi,IN,3,24.07,64.55,102.39,13.44,4.11,289.56,0,24.74
2025-04-24T16:00:00+00:00,Delhi,IN,3,25,64.78,88.86,15.16,4.84,328.66,0,28.85
2025-04-24T17:00:00+00:00,Delhi,IN,3,26.36,66.3,77.72,16.94,5.56,372.17,0,32.45
2025-04-24T18:00:00+00:00,Delhi,IN,3,27.25,67.07,68.22,18.21,5.85,401.85,0,34.86
2025-04-24T19:00:00+00:00,Delhi,IN,3,26.98,66.23,60.91,17.56,5.57,401.78,0,36.58
2025-04-24T20:00:00+00:00,Delhi,IN,3,26.99,67.42,57.31,15.91,5.43,399.08,0,40.87
2025-04-24T21:00:00+00:00,Delhi,IN,3,27.04,69.03,55.81,14.26,5.33,393.33,0,46.77
2025-04-24T22:00:00+00:00,Delhi,IN,3,27.03,70.59,56.56,12.7,5.19,381.15,0,51.92
2025-04-24T23:00:00+00:00,Delhi,IN,3,27.53,72.47,55.9,11.5,4.96,371.93,0,52.88
2025-04-25T00:00:00+00:00,Delhi,IN,3,27.68,74.38,54.9,10.83,4.64,361.06,0,47.92
2025-04-25T01:00:00+00:00,Delhi,IN,3,26.87,75.65,53.02,11.27,4.41,351.98,0.02,39.85
2025-04-25T02:00:00+00:00,Delhi,IN,3,27.2,80.02,52.32,13.06,4.75,372.32,1.04,35.67
2025-04-25T03:00:00+00:00,Delhi,IN,3,28.27,85.83,59.29,14.12,5.2,400.73,3.03,33.39
2025-04-25T04:00:00+00:00,Delhi,IN,3,29.85,94.75,84.49,12.21,5.27,374.85,2.79,28.44
2025-04-25T05:00:00+00:00,Delhi,IN,4,35.31,101.25,111.12,10.07,5.3,363.04,2.01,26.61
2025-04-25T06:00:00+00:00,Delhi,IN,4,46.31,112.98,145.99,7.47,5.16,350.82,1.12,25.15
2025-04-25T07:00:00+00:00,Delhi,IN,4,27.23,90.54,144.16,1.34,2.43,156.97,0.18,5.61
2025-04-25T08:00:00+00:00,Delhi,IN,3,22.59,76.91,139.05,0.85,1.84,131.22,0.11,3.39
2025-04-25T09:00:00+00:00,Delhi,IN,3,21.45,72.03,137.8,0.9,1.73,127.12,0.1,3.23
2025-04-25T10:00:00+00:00,Delhi,IN,3,21.55,71.05,137.42,1.38,1.81,131.49,0.12,4.34
2025-04-25T11:00:00+00:00,Delhi,IN,3,22.41,72.18,136.37,2.55,2.01,144.13,0.18,6.7
2025-04-25T12:00:00+00:00,Delhi,IN,3,23.3,73.91,134.49,4.18,2.22,159.5,0.18,8.81
2025-04-25T13:00:00+00:00,Delhi,IN,3,24.63,74.92,121.83,9.14,2.82,206.17,0.08,15.48
2025-04-25T14:00:00+00:00,Delhi,IN,3,26.63,76.49,104.18,14.15,3.86,276.29,0,24.33
2025-04-25T15:00:00+00:00,Delhi,IN,3,28.72,78.13,90.55,17.78,5.09,346.27,0,31.94
2025-04-25T16:00:00+00:00,Delhi,IN,3,30.75,78.96,78.68,20.58,6.53,411.67,0,38.87
2025-04-25T17:00:00+00:00,Delhi,IN,3,33.78,82.45,69.96,23.25,8.24,482.03,0,45.23
2025-04-25T18:00:00+00:00,Delhi,IN,3,36.76,85.45,62.87,25.18,9.68,537.34,0,50.83
2025-04-25T19:00:00+00:00,Delhi,IN,3,37.99,84.87,56.92,24.15,10.04,549.66,0,52.68
2025-04-25T20:00:00+00:00,Delhi,IN,3,38.9,84.15,52.14,21.31,9.82,549.81,0,51.02
2025-04-25T21:00:00+00:00,Delhi,IN,3,39.75,83.2,48.49,18.82,9.54,548.27,0,48.72
2025-04-25T22:00:00+00:00,Delhi,IN,3,41.09,83.74,47.8,16.41,9.37,534.94,0,49.84
2025-04-25T23:00:00+00:00,Delhi,IN,3,44.57,88.53,51.94,14.42,9.56,514.49,0,56.68
2025-04-26T00:00:00+00:00,Delhi,IN,3,47.11,92.78,56.9,13.43,9.73,494.62,0,64.4
2025-04-26T01:00:00+00:00,Delhi,IN,3,47.04,94.85,58.98,14.16,9.74,481.18,0.01,70.89
2025-04-26T02:00:00+00:00,Delhi,IN,3,46.18,97.63,58.99,16.25,9.69,491.69,0.67,72.78
2025-04-26T03:00:00+00:00,Delhi,IN,4,44.95,100.04,66.61,16.61,9.38,497.82,2.13,67.94
2025-04-26T04:00:00+00:00,Delhi,IN,4,40.47,100.82,99.59,12.06,7.86,402.78,1.44,43.56
2025-04-26T05:00:00+00:00,Delhi,IN,4,41.43,102.4,113.15,10.1,7.13,371.82,0.96,35.45
2025-04-26T06:00:00+00:00,Delhi,IN,4,44.58,107.37,127.87,7.78,6.37,337.56,0.54,29.48
2025-04-26T07:00:00+00:00,Delhi,IN,4,38.46,102.26,137.26,4.37,4.55,240.44,0.23,17.34
2025-04-26T08:00:00+00:00,Delhi,IN,3,34.4,95.61,138.5,2.79,3.2,194.06,0.17,11.77
2025-04-26T09:00:00+00:00,Delhi,IN,3,31.5,90.74,139.31,1.83,2.33,165.58,0.12,8.21
2025-04-26T10:00:00+00:00,Delhi,IN,3,28.9,84.78,139.16,1.41,1.87,149.38,0.1,6.16
2025-04-26T11:00:00+00:00,Delhi,IN,3,28.01,80.76,138.14,1.79,1.87,150.45,0.11,6.61
2025-04-26T12:00:00+00:00,Delhi,IN,3,27.16,76.74,135.93,2.36,1.9,153.33,0.09,6.91
2025-04-26T13:00:00+00:00,Delhi,IN,3,26.88,71.77,125.08,4.77,2.13,174.45,0.04,11.37
2025-04-26T14:00:00+00:00,Delhi,IN,3,27.63,70.13,112.61,6.91,2.61,206.79,0,17.75
2025-04-26T15:00:00+00:00,Delhi,IN,3,28.53,71.41,105.33,7.93,3.07,231.96,0,23.09
2025-04-26T16:00:00+00:00,Delhi,IN,3,29.33,71.46,97.47,9.09,3.54,258.06,0,29.77
2025-04-26T17:00:00+00:00,Delhi,IN,3,30.6,72.64,89.34,10.38,3.93,288.74,0,35.64
2025-04-26T18:00:00+00:00,Delhi,IN,3,31.47,73.9,81.69,11.2,3.9,307.09,0,38.85
