date,city,country,aqi,pm25,pm10,o3,no2,so2,co,no,nh3,aqi_cpcb,aqi_category
2024-12-07T09:00:00+00:00,Delhi,IN,5.0,103.55,142.27,147.34,42.16,69.62,1001.36,3.91,7.79,400,Very Poor
2024-12-07T10:00:00+00:00,Delhi,IN,5.0,141.97,192.09,110.15,83.63,87.74,1762.39,6.59,17.23,400,Very Poor
2024-12-07T11:00:00+00:00,Delhi,IN,5.0,210.73,280.41,37.91,156.28,110.63,3177.64,14.19,29.13,400,Very Poor
2024-12-07T12:00:00+00:00,Delhi,IN,5.0,274.29,362.83,1.4,194.67,123.98,4592.9,46.49,40.02,400,Very Poor
2024-12-07T13:00:00+00:00,Delhi,IN,5.0,342.41,451.67,0.0,208.38,139.24,5981.45,88.51,55.22,400,Very Poor
2024-12-07T14:00:00+00:00,Delhi,IN,5.0,406.65,534.53,0.0,213.86,143.05,6942.75,107.29,63.33,400,Very Poor
2024-12-07T15:00:00+00:00,Delhi,IN,5.0,431.53,563.83,0.0,211.12,127.79,7156.37,101.03,65.86,400,Very Poor
2024-12-07T16:00:00+00:00,Delhi,IN,5.0,369.96,483.52,0.0,189.19,94.41,5821.23,63.48,58.77,400,Very Poor
2024-12-07T17:00:00+00:00,Delhi,IN,5.0,312.89,407.59,0.0,156.28,69.62,4486.08,35.76,52.18,400,Very Poor
2024-12-07T18:00:00+00:00,Delhi,IN,5.0,274.23,350.29,0.2,131.61,54.84,3417.97,17.21,44.08,400,Very Poor
2024-12-07T19:00:00+00:00,Delhi,IN,5.0,240.31,297.86,8.14,109.67,43.87,2536.77,1.98,34.96,400,Very Poor
2024-12-07T20:00:00+00:00,Delhi,IN,5.0,225.15,270.36,33.26,77.46,36.72,2029.42,0.01,29.13,400,Very Poor
2024-12-07T21:00:00+00:00,Delhi,IN,5.0,215.62,251.39,57.94,51.41,32.42,1668.93,0.0,23.05,400,Very Poor
2024-12-07T22:00:00+00:00,Delhi,IN,5.0,205.4,234.65,78.68,36.33,31.95,1415.25,0.0,17.73,400,Very Poor
2024-12-07T23:00:00+00:00,Delhi,IN,5.0,196.17,221.81,90.12,29.13,30.99,1268.39,0.0,14.95,400,Very Poor
2024-12-08T00:00:00+00:00,Delhi,IN,5.0,190.04,213.94,94.41,27.08,30.52,1214.98,0.0,14.06,400,Very Poor
2024-12-08T01:00:00+00:00,Delhi,IN,5.0,193.31,218.36,90.12,31.19,31.95,1295.09,0.0,15.45,400,Very Poor
2024-12-08T02:00:00+00:00,Delhi,IN,5.0,211.82,242.11,75.1,45.93,38.62,1602.17,0.01,19.25,400,Very Poor
2024-12-08T03:00:00+00:00,Delhi,IN,5.0,231.12,265.6,61.51,62.38,45.78,1895.9,1.2,21.53,400,Very Poor
2024-12-08T04:00:00+00:00,Delhi,IN,5.0,234.53,269.71,66.52,61.01,49.59,1949.31,5.53,21.53,400,Very Poor
2024-12-08T05:00:00+00:00,Delhi,IN,5.0,228.02,261.8,81.54,52.78,52.45,1842.5,7.82,20.77,400,Very Poor
2024-12-08T06:00:00+00:00,Delhi,IN,5.0,209.34,239.86,103.0,45.24,55.79,1588.82,6.98,18.49,400,Very Poor
2024-12-08T07:00:00+00:00,Delhi,IN,5.0,135.64,167.11,135.9,27.76,58.65,894.55,3.1,8.74,400,Very Poor
2024-12-08T08:00:00+00:00,Delhi,IN,5.0,122.64,156.69,141.62,23.31,62.94,734.33,2.15,6.46,400,Very Poor
2024-12-08T09:00:00+00:00,Delhi,IN,5.0,125.07,159.71,143.05,22.96,66.76,694.27,1.52,6.02,400,Very Poor
2024-12-08T10:00:00+00:00,Delhi,IN,5.0,126.78,160.25,135.9,28.79,65.8,754.36,1.02,7.54,400,Very Poor
2024-12-08T11:00:00+00:00,Delhi,IN,5.0,130.0,162.53,117.3,41.13,61.04,947.95,0.47,10.77,400,Very Poor
2024-12-08T12:00:00+00:00,Delhi,IN,5.0,132.19,164.95,95.84,52.09,55.31,1161.58,0.04,13.68,400,Very Poor
2024-12-08T13:00:00+00:00,Delhi,IN,5.0,136.62,170.9,80.82,60.32,54.36,1348.5,0.0,16.72,400,Very Poor
2024-12-08T14:00:00+00:00,Delhi,IN,5.0,138.79,173.07,76.53,58.95,53.88,1401.9,0.0,18.49,400,Very Poor
2024-12-08T15:00:00+00:00,Delhi,IN,5.0,134.31,165.56,77.25,53.47,50.07,1335.14,0.0,19.0,400,Very Poor
2024-12-08T16:00:00+00:00,Delhi,IN,5.0,129.54,157.87,78.68,47.3,43.87,1228.33,0.0,18.75,400,Very Poor
2024-12-08T17:00:00+00:00,Delhi,IN,5.0,132.32,160.3,77.25,44.55,40.53,1241.68,0.0,18.49,400,Very Poor
2024-12-08T18:00:00+00:00,Delhi,IN,5.0,131.16,158.31,77.96,42.16,36.24,1214.98,0.0,14.44,400,Very Poor
2024-12-08T19:00:00+00:00,Delhi,IN,5.0,122.9,147.38,80.82,38.39,32.42,1094.82,0.0,8.74,400,Very Poor
2024-12-08T20:00:00+00:00,Delhi,IN,5.0,116.33,138.83,84.4,34.96,31.47,1001.36,0.0,6.46,400,Very Poor
2024-12-08T21:00:00+00:00,Delhi,IN,5.0,106.47,126.29,89.41,30.16,28.85,907.9,0.0,5.07,400,Very Poor
2024-12-08T22:00:00+00:00,Delhi,IN,5.0,100.21,118.4,90.12,28.45,26.7,881.2,0.0,4.31,400,Very Poor
2024-12-08T23:00:00+00:00,Delhi,IN,5.0,105.36,124.07,82.25,31.53,26.46,947.95,0.0,4.02,400,Very Poor
2024-12-09T00:00:00+00:00,Delhi,IN,5.0,119.21,140.54,67.23,38.04,27.18,1068.12,0.0,4.31,400,Very Poor
2024-12-09T01:00:00+00:00,Delhi,IN,5.0,141.35,170.71,40.77,53.47,30.28,1375.2,0.06,6.33,400,Very Poor
2024-12-09T02:00:00+00:00,Delhi,IN,5.0,185.42,231.77,6.97,82.25,41.48,2136.23,7.49,11.02,400,Very Poor
2024-12-09T03:00:00+00:00,Delhi,IN,5.0,245.14,310.82,1.61,89.11,56.27,3231.05,45.15,17.23,400,Very Poor
2024-12-09T04:00:00+00:00,Delhi,IN,5.0,307.21,389.19,6.62,95.96,71.53,4325.87,78.68,25.08,400,Very Poor
2024-12-09T05:00:00+00:00,Delhi,IN,5.0,354.27,445.21,14.66,113.79,87.74,4913.33,85.83,34.96,400,Very Poor
2024-12-09T06:00:00+00:00,Delhi,IN,5.0,373.55,460.65,28.61,139.83,116.35,4806.52,69.74,38.0,400,Very Poor
2024-12-09T07:00:00+00:00,Delhi,IN,5.0,173.95,224.72,69.38,82.25,125.89,1668.93,19.0,13.3,400,Very Poor
2024-12-09T08:00:00+00:00,Delhi,IN,5.0,127.42,170.97,87.98,62.38,99.18,1161.58,9.72,9.12,400,Very Poor
2024-12-09T09:00:00+00:00,Delhi,IN,5.0,122.05,163.04,89.41,65.8,102.04,1121.52,7.93,9.12,400,Very Poor
2024-12-09T10:00:00+00:00,Delhi,IN,5.0,148.68,195.26,70.81,94.59,129.7,1508.71,8.49,14.31,400,Very Poor
2024-12-09T11:00:00+00:00,Delhi,IN,5.0,201.98,261.83,35.05,139.83,156.4,2216.34,8.05,22.04,400,Very Poor
2024-12-09T12:00:00+00:00,Delhi,IN,5.0,238.85,308.95,5.45,167.25,154.5,2750.4,8.38,26.6,400,Very Poor
2024-12-09T13:00:00+00:00,Delhi,IN,5.0,255.21,332.06,0.13,153.54,131.61,3097.53,17.88,30.91,400,Very Poor
2024-12-09T14:00:00+00:00,Delhi,IN,5.0,270.43,355.07,0.04,134.35,103.0,3337.86,22.13,35.97,400,Very Poor
2024-12-09T15:00:00+00:00,Delhi,IN,5.0,277.84,366.91,0.07,120.64,81.06,3391.27,19.22,38.0,400,Very Poor
2024-12-09T16:00:00+00:00,Delhi,IN,5.0,276.05,363.85,0.12,112.41,73.43,3337.86,16.09,36.48,400,Very Poor
2024-12-09T17:00:00+00:00,Delhi,IN,5.0,267.95,352.71,0.1,105.56,71.53,3204.35,16.09,32.93,400,Very Poor
2024-12-09T18:00:00+00:00,Delhi,IN,5.0,235.38,310.3,0.2,98.71,59.13,2830.51,13.41,23.81,400,Very Poor
2024-12-09T19:00:00+00:00,Delhi,IN,5.0,185.6,244.17,1.7,89.11,42.92,2243.04,5.81,14.57,400,Very Poor
2024-12-09T20:00:00+00:00,Delhi,IN,5.0,154.62,199.66,8.76,76.09,34.81,1869.2,1.05,10.77,400,Very Poor
2024-12-09T21:00:00+00:00,Delhi,IN,5.0,139.78,175.53,18.06,63.75,31.95,1655.58,0.17,8.87,400,Very Poor
2024-12-09T22:00:00+00:00,Delhi,IN,5.0,132.22,162.0,25.03,54.84,29.8,1522.06,0.06,7.41,400,Very Poor
2024-12-09T23:00:00+00:00,Delhi,IN,5.0,127.09,152.71,30.04,48.67,28.85,1415.25,0.03,6.46,400,Very Poor
2024-12-10T00:00:00+00:00,Delhi,IN,5.0,127.11,150.37,31.83,47.98,29.56,1375.2,0.03,6.08,400,Very Poor
2024-12-10T01:00:00+00:00,Delhi,IN,5.0,136.83,162.01,26.11,54.84,34.33,1508.71,0.19,7.92,400,Very Poor
2024-12-10T02:00:00+00:00,Delhi,IN,5.0,162.83,196.3,9.12,73.34,43.39,1949.31,3.02,12.29,400,Very Poor
2024-12-10T03:00:00+00:00,Delhi,IN,5.0,173.08,210.08,8.49,74.03,50.07,2216.34,13.86,14.57,400,Very Poor
2024-12-10T04:00:00+00:00,Delhi,IN,5.0,160.99,195.14,28.61,61.69,56.74,2056.12,18.78,16.47,400,Very Poor
2024-12-10T05:00:00+00:00,Delhi,IN,5.0,154.8,187.69,46.49,54.84,63.9,1895.9,18.55,19.76,400,Very Poor
2024-12-10T06:00:00+00:00,Delhi,IN,5.0,137.05,165.57,71.53,50.04,67.71,1602.17,13.75,18.24,400,Very Poor
2024-12-10T07:00:00+00:00,Delhi,IN,4.0,68.28,83.33,117.3,24.68,36.72,841.14,4.41,8.61,250,Poor
2024-12-10T08:00:00+00:00,Delhi,IN,3.0,49.53,60.48,127.32,17.82,27.66,674.25,2.82,7.22,150,Moderate
2024-12-10T09:00:00+00:00,Delhi,IN,3.0,45.95,56.11,127.32,17.65,27.42,654.22,2.46,7.79,150,Moderate
2024-12-10T10:00:00+00:00,Delhi,IN,4.0,51.56,63.91,115.87,27.08,38.62,781.06,2.96,10.64,250,Poor
2024-12-10T11:00:00+00:00,Delhi,IN,4.0,61.95,78.08,95.84,42.5,48.64,1001.36,2.51,14.31,250,Poor
2024-12-10T12:00:00+00:00,Delhi,IN,4.0,69.77,89.12,71.53,58.95,51.98,1228.33,0.41,17.48,250,Poor
2024-12-10T13:00:00+00:00,Delhi,IN,5.0,90.99,117.83,45.78,78.83,57.22,1642.23,0.01,23.81,400,Very Poor
2024-12-10T14:00:00+00:00,Delhi,IN,5.0,124.36,163.07,24.32,94.59,61.99,2162.93,0.19,32.42,400,Very Poor
2024-12-10T15:00:00+00:00,Delhi,IN,5.0,148.02,194.18,16.27,94.59,59.6,2403.26,0.5,38.5,400,Very Poor
2024-12-10T16:00:00+00:00,Delhi,IN,5.0,158.48,206.59,15.02,89.11,55.31,2456.67,0.56,40.02,400,Very Poor
2024-12-10T17:00:00+00:00,Delhi,IN,5.0,160.79,208.09,17.17,82.94,51.5,2403.26,0.38,40.02,400,Very Poor
2024-12-10T18:00:00+00:00,Delhi,IN,5.0,148.73,190.03,23.96,74.03,43.87,2162.93,0.13,35.46,400,Very Poor
2024-12-10T19:00:00+00:00,Delhi,IN,5.0,124.49,155.54,35.41,59.63,34.33,1735.69,0.02,28.37,400,Very Poor
2024-12-10T20:00:00+00:00,Delhi,IN,5.0,111.26,135.8,45.42,47.98,30.99,1455.31,0.0,25.08,400,Very Poor
2024-12-10T21:00:00+00:00,Delhi,IN,5.0,108.3,129.78,51.5,41.81,30.52,1321.79,0.0,23.81,400,Very Poor
2024-12-10T22:00:00+00:00,Delhi,IN,5.0,107.81,127.86,55.07,38.39,30.99,1268.39,0.0,23.56,400,Very Poor
2024-12-10T23:00:00+00:00,Delhi,IN,5.0,108.55,127.26,58.65,36.67,31.95,1228.33,0.0,23.31,400,Very Poor
2024-12-11T00:00:00+00:00,Delhi,IN,5.0,112.75,131.32,59.37,38.04,35.76,1241.68,0.0,23.31,400,Very Poor
2024-12-11T01:00:00+00:00,Delhi,IN,5.0,127.76,149.5,52.21,47.3,43.87,1415.25,0.01,25.59,400,Very Poor
2024-12-11T02:00:00+00:00,Delhi,IN,5.0,156.9,187.14,31.83,69.23,54.36,1842.5,0.22,31.41,400,Very Poor
2024-12-11T03:00:00+00:00,Delhi,IN,5.0,175.8,211.11,22.35,79.51,61.99,2136.23,6.15,33.94,400,Very Poor
2024-12-11T04:00:00+00:00,Delhi,IN,5.0,179.42,215.86,37.19,68.55,68.66,2162.93,16.76,33.44,400,Very Poor
2024-12-11T05:00:00+00:00,Delhi,IN,5.0,184.34,221.89,53.64,63.06,79.15,2136.23,19.22,32.17,400,Very Poor
2024-12-11T06:00:00+00:00,Delhi,IN,5.0,178.17,213.15,78.68,58.95,85.83,1949.31,15.2,27.87,400,Very Poor
2024-12-11T07:00:00+00:00,Delhi,IN,5.0,127.12,150.7,118.73,38.39,66.76,1308.44,6.98,16.72,400,Very Poor
2024-12-11T08:00:00+00:00,Delhi,IN,5.0,114.57,134.65,135.9,31.53,57.7,1108.17,4.75,13.55,400,Very Poor
2024-12-11T09:00:00+00:00,Delhi,IN,5.0,112.84,131.99,144.48,31.19,56.74,1054.76,3.8,13.3,400,Very Poor
2024-12-11T10:00:00+00:00,Delhi,IN,5.0,119.7,140.6,137.33,40.78,61.99,1201.63,3.69,15.71,400,Very Poor
2024-12-11T11:00:00+00:00,Delhi,IN,5.0,133.01,157.98,111.58,62.38,67.71,1522.06,3.02,19.76,400,Very Poor
2024-12-11T12:00:00+00:00,Delhi,IN,5.0,142.44,171.37,75.1,86.37,68.66,1842.5,0.52,23.05,400,Very Poor
2024-12-11T13:00:00+00:00,Delhi,IN,5.0,162.82,198.74,47.21,104.19,71.53,2243.04,0.01,28.63,400,Very Poor
2024-12-11T14:00:00+00:00,Delhi,IN,5.0,195.53,243.14,30.76,113.79,71.53,2696.99,0.06,35.97,400,Very Poor
2024-12-11T15:00:00+00:00,Delhi,IN,5.0,221.53,278.98,23.6,112.41,65.8,2964.02,0.15,41.04,400,Very Poor
2024-12-11T16:00:00+00:00,Delhi,IN,5.0,238.82,302.5,17.88,108.3,61.04,3097.53,0.38,44.08,400,Very Poor
2024-12-11T17:00:00+00:00,Delhi,IN,5.0,254.28,322.79,9.83,108.3,57.22,3231.05,1.31,44.58,400,Very Poor
2024-12-11T18:00:00+00:00,Delhi,IN,5.0,244.65,309.61,6.44,101.45,47.68,3097.53,2.12,38.0,400,Very Poor
2024-12-11T19:00:00+00:00,Delhi,IN,5.0,211.82,264.03,9.3,89.11,36.24,2616.88,1.09,27.36,400,Very Poor
2024-12-11T20:00:00+00:00,Delhi,IN,5.0,193.42,237.13,14.13,76.77,31.47,2296.45,0.39,22.04,400,Very Poor
2024-12-11T21:00:00+00:00,Delhi,IN,5.0,187.99,227.92,16.81,69.23,30.04,2109.53,0.22,18.49,400,Very Poor
2024-12-11T22:00:00+00:00,Delhi,IN,5.0,187.15,224.63,17.7,63.75,29.33,2002.72,0.2,14.95,400,Very Poor
2024-12-11T23:00:00+00:00,Delhi,IN,5.0,187.14,222.65,18.06,60.32,28.85,1922.61,0.21,12.41,400,Very Poor
2024-12-12T00:00:00+00:00,Delhi,IN,5.0,192.83,227.35,15.02,61.01,29.8,1949.31,0.47,11.02,400,Very Poor
2024-12-12T01:00:00+00:00,Delhi,IN,5.0,212.46,251.06,6.88,69.23,35.29,2189.64,3.49,13.68,400,Very Poor
2024-12-12T02:00:00+00:00,Delhi,IN,5.0,254.4,305.1,0.32,78.14,46.25,2857.21,19.67,22.55,400,Very Poor
2024-12-12T03:00:00+00:00,Delhi,IN,5.0,282.53,342.72,2.91,80.88,55.31,3417.97,38.89,29.13,400,Very Poor
2024-12-12T04:00:00+00:00,Delhi,IN,5.0,287.45,350.2,17.17,85.68,67.71,3471.37,39.34,31.16,400,Very Poor
2024-12-12T05:00:00+00:00,Delhi,IN,5.0,290.22,354.83,40.77,87.74,82.97,3337.86,31.29,31.66,400,Very Poor
2024-12-12T06:00:00+00:00,Delhi,IN,5.0,280.06,341.3,77.25,83.63,98.23,2910.61,20.12,28.37,400,Very Poor
2024-12-12T07:00:00+00:00,Delhi,IN,5.0,177.05,219.43,137.33,43.87,76.29,1548.77,6.2,13.05,400,Very Poor
2024-12-12T08:00:00+00:00,Delhi,IN,5.0,147.8,183.66,154.5,31.19,61.04,1228.33,3.69,10.77,400,Very Poor
2024-12-12T09:00:00+00:00,Delhi,IN,5.0,135.93,168.06,158.79,28.79,56.27,1121.52,2.77,10.89,400,Very Poor
2024-12-12T10:00:00+00:00,Delhi,IN,5.0,135.64,167.31,150.2,36.33,59.6,1188.28,2.49,12.79,400,Very Poor
2024-12-12T11:00:00+00:00,Delhi,IN,5.0,145.63,179.86,123.02,55.52,67.71,1441.96,1.77,16.47,400,Very Poor
2024-12-12T12:00:00+00:00,Delhi,IN,5.0,151.93,187.91,91.55,73.34,67.71,1682.28,0.22,19.51,400,Very Poor
2024-12-12T13:00:00+00:00,Delhi,IN,5.0,164.05,203.86,70.81,82.94,67.71,1922.61,0.0,23.56,400,Very Poor
2024-12-12T14:00:00+00:00,Delhi,IN,5.0,180.66,225.83,62.23,82.94,65.8,2109.53,0.0,28.37,400,Very Poor
2024-12-12T15:00:00+00:00,Delhi,IN,5.0,187.7,235.32,62.23,75.4,59.6,2162.93,0.0,30.91,400,Very Poor
2024-12-12T16:00:00+00:00,Delhi,IN,5.0,183.19,228.95,67.95,64.43,54.84,2029.42,0.0,30.4,400,Very Poor
2024-12-12T17:00:00+00:00,Delhi,IN,5.0,173.65,216.02,77.25,54.15,51.02,1842.5,0.0,27.36,400,Very Poor
2024-12-12T18:00:00+00:00,Delhi,IN,5.0,159.55,196.58,88.69,43.87,45.78,1562.12,0.0,22.04,400,Very Poor
2024-12-12T19:00:00+00:00,Delhi,IN,5.0,144.52,175.02,94.41,33.93,40.05,1268.39,0.0,17.48,400,Very Poor
2024-12-12T20:00:00+00:00,Delhi,IN,5.0,140.53,167.89,94.41,29.13,37.67,1148.22,0.0,16.47,400,Very Poor
2024-12-12T21:00:00+00:00,Delhi,IN,5.0,144.42,171.9,94.41,26.73,37.67,1134.87,0.0,15.33,400,Very Poor
2024-12-12T22:00:00+00:00,Delhi,IN,5.0,150.2,178.95,94.41,25.7,38.15,1134.87,0.0,14.19,400,Very Poor
2024-12-12T23:00:00+00:00,Delhi,IN,5.0,155.66,185.35,90.84,26.73,38.62,1174.93,0.0,13.43,400,Very Poor
2024-12-13T00:00:00+00:00,Delhi,IN,5.0,161.02,191.3,82.97,29.82,39.58,1228.33,0.0,13.55,400,Very Poor
2024-12-13T01:00:00+00:00,Delhi,IN,5.0,170.35,202.48,72.24,37.7,42.92,1375.2,0.0,16.09,400,Very Poor
2024-12-13T02:00:00+00:00,Delhi,IN,5.0,184.47,221.37,57.22,52.09,47.68,1655.58,0.01,20.77,400,Very Poor
2024-12-13T03:00:00+00:00,Delhi,IN,5.0,183.8,222.45,52.21,60.32,49.59,1789.09,1.93,23.05,400,Very Poor
2024-12-13T04:00:00+00:00,Delhi,IN,5.0,163.6,199.81,68.66,50.72,51.98,1642.23,6.65,22.29,400,Very Poor
2024-12-13T05:00:00+00:00,Delhi,IN,5.0,148.01,181.9,86.55,42.16,55.31,1495.36,7.93,21.28,400,Very Poor
2024-12-13T06:00:00+00:00,Delhi,IN,5.0,131.46,161.5,107.29,35.3,53.41,1295.09,6.71,18.49,400,Very Poor
2024-12-13T07:00:00+00:00,Delhi,IN,5.0,105.15,129.14,130.18,23.99,38.62,988.01,3.97,12.92,400,Very Poor
2024-12-13T08:00:00+00:00,Delhi,IN,5.0,110.44,133.27,147.34,21.42,34.81,974.66,2.91,12.54,400,Very Poor
2024-12-13T09:00:00+00:00,Delhi,IN,5.0,114.64,137.46,157.36,22.28,35.76,1001.36,2.4,13.05,400,Very Poor
2024-12-13T10:00:00+00:00,Delhi,IN,5.0,107.6,128.91,151.63,22.96,33.86,961.3,1.82,13.17,400,Very Poor
2024-12-13T11:00:00+00:00,Delhi,IN,5.0,109.04,130.35,137.33,30.16,35.76,1014.71,1.2,14.19,400,Very Poor
2024-12-13T12:00:00+00:00,Delhi,IN,5.0,107.83,129.61,118.73,37.7,36.72,1081.47,0.21,15.07,400,Very Poor
2024-12-13T13:00:00+00:00,Delhi,IN,5.0,108.97,131.91,108.72,40.44,38.15,1161.58,0.0,16.47,400,Very Poor
2024-12-13T14:00:00+00:00,Delhi,IN,5.0,113.75,137.86,111.58,37.36,38.15,1188.28,0.0,17.73,400,Very Poor
2024-12-13T15:00:00+00:00,Delhi,IN,5.0,115.37,139.13,115.87,32.9,38.62,1148.22,0.0,17.99,400,Very Poor
2024-12-13T16:00:00+00:00,Delhi,IN,5.0,115.01,137.26,115.87,31.19,41.48,1108.17,0.0,17.99,400,Very Poor
2024-12-13T17:00:00+00:00,Delhi,IN,5.0,117.21,138.87,111.58,31.19,44.35,1108.17,0.0,17.99,400,Very Poor
2024-12-13T18:00:00+00:00,Delhi,IN,5.0,111.18,131.09,108.72,29.82,42.92,1041.41,0.0,16.72,400,Very Poor
2024-12-13T19:00:00+00:00,Delhi,IN,5.0,98.75,115.87,105.86,25.36,37.67,907.9,0.0,15.07,400,Very Poor
2024-12-13T20:00:00+00:00,Delhi,IN,5.0,89.38,104.93,104.43,20.73,31.95,827.79,0.0,14.31,400,Very Poor
2024-12-13T21:00:00+00:00,Delhi,IN,5.0,83.55,98.58,101.57,19.36,30.28,794.41,0.0,14.57,400,Very Poor
2024-12-13T22:00:00+00:00,Delhi,IN,5.0,81.38,96.17,95.84,19.36,28.85,794.41,0.0,15.71,400,Very Poor
2024-12-13T23:00:00+00:00,Delhi,IN,5.0,81.41,96.26,89.41,20.39,28.37,814.44,0.0,17.23,400,Very Poor
2024-12-14T00:00:00+00:00,Delhi,IN,5.0,83.24,98.61,82.97,22.28,29.56,854.49,0.0,18.49,400,Very Poor
2024-12-14T01:00:00+00:00,Delhi,IN,5.0,89.92,107.62,75.1,27.76,32.9,961.3,0.0,20.27,400,Very Poor
2024-12-14T02:00:00+00:00,Delhi,IN,5.0,102.55,124.79,60.8,38.39,36.72,1188.28,0.01,23.81,400,Very Poor
2024-12-14T03:00:00+00:00,Delhi,IN,5.0,110.93,136.31,49.35,45.93,38.15,1348.5,1.93,25.84,400,Very Poor
2024-12-14T04:00:00+00:00,Delhi,IN,5.0,112.72,139.97,53.64,41.13,40.05,1388.55,7.49,25.59,400,Very Poor
2024-12-14T05:00:00+00:00,Delhi,IN,5.0,114.43,142.38,65.8,36.67,46.25,1361.85,9.5,24.57,400,Very Poor
2024-12-14T06:00:00+00:00,Delhi,IN,5.0,115.09,142.56,84.4,35.3,53.41,1295.09,8.61,22.29,400,Very Poor
2024-12-14T07:00:00+00:00,Delhi,IN,5.0,103.78,127.89,110.15,29.47,50.54,1121.52,5.87,16.97,400,Very Poor
2024-12-14T08:00:00+00:00,Delhi,IN,5.0,97.43,119.09,127.32,26.05,46.73,1001.36,4.25,14.57,400,Very Poor
2024-12-14T09:00:00+00:00,Delhi,IN,5.0,94.4,114.9,138.76,25.36,45.3,934.6,3.27,13.81,400,Very Poor
2024-12-14T10:00:00+00:00,Delhi,IN,5.0,95.11,115.49,137.33,28.79,47.21,961.3,2.71,14.57,400,Very Poor
2024-12-14T11:00:00+00:00,Delhi,IN,5.0,96.2,117.74,124.45,37.7,48.64,1054.76,1.84,16.09,400,Very Poor
2024-12-14T12:00:00+00:00,Delhi,IN,5.0,92.04,113.93,104.43,46.61,46.25,1134.87,0.29,16.97,400,Very Poor
2024-12-14T13:00:00+00:00,Delhi,IN,5.0,97.52,122.32,85.83,54.84,47.21,1308.44,0.0,19.76,400,Very Poor
2024-12-14T14:00:00+00:00,Delhi,IN,5.0,112.42,142.69,74.39,58.95,48.64,1508.71,0.0,24.07,400,Very Poor
2024-12-14T15:00:00+00:00,Delhi,IN,5.0,124.68,159.27,72.24,55.52,46.25,1588.82,0.0,26.85,400,Very Poor
2024-12-14T16:00:00+00:00,Delhi,IN,5.0,136.2,174.04,68.66,53.47,43.87,1655.58,0.0,28.63,400,Very Poor
2024-12-14T17:00:00+00:00,Delhi,IN,5.0,149.43,190.77,60.8,54.84,41.48,1762.39,0.0,30.4,400,Very Poor
2024-12-14T18:00:00+00:00,Delhi,IN,5.0,150.38,191.14,55.07,53.47,35.29,1708.98,0.0,27.61,400,Very Poor
2024-12-14T19:00:00+00:00,Delhi,IN,5.0,138.02,173.53,54.36,46.61,27.66,1495.36,0.0,21.53,400,Very Poor
2024-12-14T20:00:00+00:00,Delhi,IN,5.0,130.66,162.22,54.36,39.41,24.8,1308.44,0.0,17.99,400,Very Poor
2024-12-14T21:00:00+00:00,Delhi,IN,5.0,129.33,158.91,52.93,35.99,24.8,1228.33,0.0,16.21,400,Very Poor
2024-12-14T22:00:00+00:00,Delhi,IN,5.0,130.64,158.82,49.35,34.96,25.27,1201.63,0.0,15.07,400,Very Poor
2024-12-14T23:00:00+00:00,Delhi,IN,5.0,131.91,159.04,44.7,35.3,25.99,1188.28,0.0,14.31,400,Very Poor
2024-12-15T00:00:00+00:00,Delhi,IN,5.0,134.2,161.34,38.62,38.04,27.66,1214.98,0.01,14.31,400,Very Poor
2024-12-15T01:00:00+00:00,Delhi,IN,5.0,147.75,178.73,24.68,47.98,30.28,1428.6,0.3,16.47,400,Very Poor
2024-12-15T02:00:00+00:00,Delhi,IN,5.0,185.53,227.92,3.26,65.8,36.24,2056.12,8.61,23.05,400,Very Poor
2024-12-15T03:00:00+00:00,Delhi,IN,5.0,225.49,280.56,2.44,65.12,42.44,2803.8,37.55,28.88,400,Very Poor
2024-12-15T04:00:00+00:00,Delhi,IN,5.0,261.31,326.63,9.03,65.8,51.02,3417.97,62.58,33.94,400,Very Poor
2024-12-15T05:00:00+00:00,Delhi,IN,5.0,297.65,371.12,18.95,81.57,65.8,3898.62,67.06,37.49,400,Very Poor
2024-12-15T06:00:00+00:00,Delhi,IN,5.0,334.94,412.95,40.77,109.67,84.88,4165.65,52.3,38.0,400,Very Poor
2024-12-15T07:00:00+00:00,Delhi,IN,5.0,202.48,248.83,110.15,74.03,105.86,2136.23,13.86,20.52,400,Very Poor
2024-12-15T08:00:00+00:00,Delhi,IN,5.0,187.05,226.64,153.06,60.32,101.09,1789.09,7.49,16.47,400,Very Poor
2024-12-15T09:00:00+00:00,Delhi,IN,5.0,191.43,229.97,174.52,58.95,103.95,1708.98,5.2,15.33,400,Very Poor
2024-12-15T10:00:00+00:00,Delhi,IN,5.0,226.04,272.39,160.22,82.25,112.53,2189.64,5.25,20.01,400,Very Poor
2024-12-15T11:00:00+00:00,Delhi,IN,5.0,277.87,337.26,108.72,128.87,114.44,3044.13,4.64,26.85,400,Very Poor
2024-12-15T12:00:00+00:00,Delhi,IN,5.0,320.75,392.7,36.84,186.44,111.58,3952.03,1.49,32.93,400,Very Poor
2024-12-15T13:00:00+00:00,Delhi,IN,5.0,382.59,474.45,0.87,211.12,111.58,5126.95,19.22,43.06,400,Very Poor
2024-12-15T14:00:00+00:00,Delhi,IN,5.0,469.35,589.38,0.0,205.64,110.63,6408.69,50.07,56.24,400,Very Poor
2024-12-15T15:00:00+00:00,Delhi,IN,5.0,548.34,695.15,0.0,197.41,106.81,7370.0,67.95,66.88,400,Very Poor
